Order ID,Order Date,Year,Month,Day,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit  Price,Total Sales,Profit %,Profit Amount,Payment Mode
10656,03-07-2025,2025,7,3,Anika Thaker,North,Jaipur,Electronics,Camera,Camera Veritatis,5,9707,48535,20%,9707,Credit Card
12965,03-07-2025,2025,7,3,Vaibhav Basu,South,Thiruvananthapuram,Electronics,Headphones,Headphones Deserunt,5,7087,35435,20%,7087,COD
14513,03-07-2025,2025,7,3,Lakshay Johal,West,Surat,Books,Fiction,Fiction Impedit,4,7861,31444,20%,6288.8,COD
11404,04-07-2025,2025,7,4,Jivin Iyengar,East,Ranchi,Electronics,Laptop,Laptop Voluptatum,5,7746,38730,20%,7746,Debit Card
11447,04-07-2025,2025,7,4,Ranbir Saraf,South,Chennai,Kitchen,Juicer,Juicer Tempora,3,8793,26379,15%,3956.85,UPI
12125,04-07-2025,2025,7,4,Jayan Desai,East,Guwahati,Toys,RC Car,RC Car Possimus,1,9137,9137,5%,456.85,Net Banking
12212,04-07-2025,2025,7,4,Ivana Hayer,South,Chennai,Home Decor,Lamp,Lamp Tempore,1,7279,7279,5%,363.95,UPI
12200,05-07-2025,2025,7,5,Reyansh Gill,West,Mumbai,Furniture,Chair,Chair Nisi,4,8813,35252,20%,7050.4,COD
12700,05-07-2025,2025,7,5,Bhavin Gulati,South,Coimbatore,Home Decor,Vase,Vase Maxime,1,8142,8142,5%,407.1,Net Banking
14988,05-07-2025,2025,7,5,Priyansh Lata,North,Jaipur,Sports,Cricket Bat,Cricket Bat At,5,7546,37730,20%,7546,Debit Card
10916,06-07-2025,2025,7,6,Jhanvi Raval,North,Amritsar,Kitchen,Mixer Grinder,Mixer Grinder Incidunt,1,8198,8198,5%,409.9,COD
11094,06-07-2025,2025,7,6,Elakshi Singhal,South,Coimbatore,Electronics,Camera,Camera Ipsa,1,7161,7161,5%,358.05,Credit Card
13304,06-07-2025,2025,7,6,Kimaya Halder,West,Ahmedabad,Clothing,Accessories,Accessories Consectetur,2,8165,16330,10%,1633,Net Banking
13316,06-07-2025,2025,7,6,Umang Gulati,North,Delhi,Books,Biography,Biography Eos,4,1101,4404,5%,220.2,UPI
10999,07-07-2025,2025,7,7,Zara Sinha,South,Coimbatore,Groceries,Sugar,Sugar Nihil,5,7388,36940,20%,7388,UPI
12093,07-07-2025,2025,7,7,Miraan Bora,East,Kolkata,Home Decor,Cushion,Cushion Rem,3,9695,29085,15%,4362.75,COD
12339,07-07-2025,2025,7,7,Ishaan Kalla,West,Pune,Home Decor,Wall Art,Wall Art Veniam,5,8674,43370,20%,8674,COD
13199,07-07-2025,2025,7,7,Kabir Gill,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Voluptatum,5,8375,41875,20%,8375,UPI
13632,07-07-2025,2025,7,7,Pari Doctor,East,Guwahati,Home Decor,Cushion,Cushion Sed,3,7861,23583,15%,3537.45,Debit Card
14478,07-07-2025,2025,7,7,Rati Yogi,South,Hyderabad,Furniture,Bed,Bed Reprehenderit,1,3454,3454,5%,172.7,Debit Card
14554,07-07-2025,2025,7,7,Aarush Jani,South,Chennai,Home Decor,Wall Art,Wall Art Quis,2,9126,18252,10%,1825.2,Debit Card
11402,08-07-2025,2025,7,8,Reyansh Deol,South,Bangalore,Books,Comics,Comics Corrupti,1,8320,8320,5%,416,UPI
12559,08-07-2025,2025,7,8,Kiara Kuruvilla,North,Chandigarh,Sports,Yoga Mat,Yoga Mat Eligendi,5,8948,44740,20%,8948,UPI
12918,08-07-2025,2025,7,8,Vedika Dasgupta,North,Amritsar,Home Decor,Wall Art,Wall Art Voluptatem,4,8422,33688,20%,6737.6,UPI
13214,08-07-2025,2025,7,8,Badal Chaudhary,East,Kolkata,Furniture,Chair,Chair Amet,3,7461,22383,15%,3357.45,UPI
14297,08-07-2025,2025,7,8,Shanaya Yohannan,East,Bhubaneswar,Beauty,Foundation,Foundation Eius,4,9718,38872,20%,7774.4,Net Banking
11368,09-07-2025,2025,7,9,Vaibhav Keer,East,Guwahati,Electronics,Laptop,Laptop Facilis,4,7652,30608,20%,6121.6,COD
11409,09-07-2025,2025,7,9,Romil Iyengar,East,Kolkata,Groceries,Oil,Oil Provident,5,8428,42140,20%,8428,Credit Card
11575,09-07-2025,2025,7,9,Inaaya  Zachariah,West,Goa,Home Decor,Lamp,Lamp Fugit,5,9501,47505,20%,9501,UPI
12679,09-07-2025,2025,7,9,Samar Chadha,East,Bhubaneswar,Home Decor,Wall Art,Wall Art Facere,2,8639,17278,10%,1727.8,Credit Card
13845,09-07-2025,2025,7,9,Trisha Majumdar,North,Jaipur,Furniture,Sofa,Sofa Fugiat,3,7765,23295,15%,3494.25,Debit Card
10024,10-07-2025,2025,7,10,Nayantara Bhagat,East,Ranchi,Beauty,Face Cream,Face Cream Repellat,1,7380,7380,5%,369,Credit Card
10326,10-07-2025,2025,7,10,Navya Balakrishnan,East,Kolkata,Kitchen,Mixer Grinder,Mixer Grinder Maxime,4,9030,36120,20%,7224,COD
11367,10-07-2025,2025,7,10,Dhanush Karpe,North,Amritsar,Books,Non-Fiction,Non-Fiction Quo,1,8129,8129,5%,406.45,Credit Card
11529,10-07-2025,2025,7,10,Hunar Mani,East,Guwahati,Clothing,Women's Wear,Women's Wear Ratione,3,9529,28587,15%,4288.05,Credit Card
11952,10-07-2025,2025,7,10,Adah Chhabra,East,Bhubaneswar,Toys,Action Figure,Action Figure Quos,1,7817,7817,5%,390.85,Credit Card
12603,10-07-2025,2025,7,10,Aarush Acharya,North,Lucknow,Groceries,Oil,Oil Nam,1,8820,8820,5%,441,Debit Card
12817,10-07-2025,2025,7,10,Jhanvi Boase,South,Hyderabad,Toys,Board Game,Board Game Vero,2,7322,14644,10%,1464.4,Net Banking
13173,10-07-2025,2025,7,10,Taimur Banerjee,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Animi,5,7304,36520,20%,7304,Net Banking
14331,10-07-2025,2025,7,10,Ritvik Verma,West,Pune,Home Decor,Clock,Clock Dignissimos,5,7511,37555,20%,7511,Credit Card
14404,10-07-2025,2025,7,10,Ranbir Acharya,East,Guwahati,Home Decor,Lamp,Lamp Eum,4,7177,28708,15%,4306.2,COD
10034,11-07-2025,2025,7,11,Mannat Batta,East,Guwahati,Toys,RC Car,RC Car Quam,4,8164,32656,20%,6531.2,Debit Card
10153,11-07-2025,2025,7,11,Tiya Mani,North,Jaipur,Kitchen,Microwave,Microwave Officiis,3,8939,26817,15%,4022.55,UPI
10681,11-07-2025,2025,7,11,Riaan Korpal,North,Jaipur,Books,Comics,Comics Eveniet,2,5533,11066,10%,1106.6,Net Banking
12287,11-07-2025,2025,7,11,Ahana  Sabharwal,South,Bangalore,Clothing,Kids Wear,Kids Wear Sint,3,7871,23613,15%,3541.95,Debit Card
12956,11-07-2025,2025,7,11,Keya Ratti,North,Chandigarh,Books,Non-Fiction,Non-Fiction Blanditiis,4,7831,31324,20%,6264.8,Debit Card
13716,11-07-2025,2025,7,11,Jayesh Khalsa,North,Jaipur,Kitchen,Juicer,Juicer Ullam,3,7417,22251,15%,3337.65,Debit Card
14116,11-07-2025,2025,7,11,Adira Dhingra,North,Amritsar,Furniture,Cabinet,Cabinet Aut,2,8383,16766,10%,1676.6,UPI
14302,11-07-2025,2025,7,11,Darshit Sampath,West,Goa,Groceries,Wheat,Wheat Consequuntur,2,8039,16078,10%,1607.8,Debit Card
14610,11-07-2025,2025,7,11,Anahi Raval,West,Goa,Beauty,Foundation,Foundation Facere,4,8305,33220,20%,6644,Net Banking
14987,11-07-2025,2025,7,11,Yuvaan Jain,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Exercitationem,4,7559,30236,20%,6047.2,COD
11069,12-07-2025,2025,7,12,Zaina Chakrabarti,West,Mumbai,Sports,Cricket Bat,Cricket Bat Officiis,2,9210,18420,10%,1842,Net Banking
11698,12-07-2025,2025,7,12,Krish Mall,South,Hyderabad,Home Decor,Vase,Vase Quam,2,7782,15564,10%,1556.4,Debit Card
13612,12-07-2025,2025,7,12,Misha Bajaj,South,Coimbatore,Beauty,Perfume,Perfume Tempora,4,8294,33176,20%,6635.2,Credit Card
13704,12-07-2025,2025,7,12,Sahil De,North,Jaipur,Beauty,Face Cream,Face Cream Dolorem,5,9749,48745,20%,9749,Net Banking
13865,12-07-2025,2025,7,12,Indranil Gokhale,North,Delhi,Books,Non-Fiction,Non-Fiction Exercitationem,4,8616,34464,20%,6892.8,Net Banking
14402,12-07-2025,2025,7,12,Riaan Ray,North,Delhi,Books,Biography,Biography Reiciendis,3,7897,23691,15%,3553.65,UPI
10470,13-07-2025,2025,7,13,Aradhya Jayaraman,North,Jaipur,Clothing,Men's Wear,Men's Wear Explicabo,5,1794,8970,5%,448.5,UPI
10950,13-07-2025,2025,7,13,Shayak Kannan,South,Bangalore,Clothing,Women's Wear,Women's Wear Optio,5,8777,43885,20%,8777,UPI
12486,13-07-2025,2025,7,13,Rania Chakraborty,West,Ahmedabad,Books,Fiction,Fiction Nobis,3,7576,22728,15%,3409.2,UPI
12645,13-07-2025,2025,7,13,Hansh Krish,North,Jaipur,Toys,Board Game,Board Game Harum,2,7835,15670,10%,1567,COD
12950,13-07-2025,2025,7,13,Pari Kale,East,Bhubaneswar,Beauty,Foundation,Foundation Quod,1,4164,4164,5%,208.2,Debit Card
13611,13-07-2025,2025,7,13,Advika Mangat,North,Delhi,Kitchen,Juicer,Juicer Blanditiis,1,9517,9517,5%,475.85,UPI
14551,13-07-2025,2025,7,13,Riaan Lad,West,Pune,Books,Textbook,Textbook Delectus,5,7683,38415,20%,7683,Net Banking
14715,13-07-2025,2025,7,13,Myra Saran,East,Kolkata,Beauty,Foundation,Foundation Dolores,5,8798,43990,20%,8798,Debit Card
12862,14-07-2025,2025,7,14,Samarth Shan,South,Chennai,Home Decor,Vase,Vase Natus,3,8548,25644,15%,3846.6,COD
13935,14-07-2025,2025,7,14,Lakshay Mall,North,Lucknow,Groceries,Sugar,Sugar Iure,5,804,4020,5%,201,Credit Card
14235,14-07-2025,2025,7,14,Baiju Kapoor,East,Kolkata,Electronics,Laptop,Laptop Molestiae,4,7340,29360,15%,4404,COD
10239,15-07-2025,2025,7,15,Vardaniya Borra,East,Guwahati,Electronics,Headphones,Headphones Doloribus,5,7531,37655,20%,7531,Net Banking
10831,15-07-2025,2025,7,15,Vaibhav Chand,West,Mumbai,Toys,RC Car,RC Car Ipsum,2,9914,19828,10%,1982.8,Credit Card
11237,15-07-2025,2025,7,15,Shayak Verma,South,Coimbatore,Kitchen,Microwave,Microwave Eveniet,2,8177,16354,10%,1635.4,COD
12637,15-07-2025,2025,7,15,Samiha Golla,North,Jaipur,Clothing,Men's Wear,Men's Wear Soluta,2,9843,19686,10%,1968.6,Credit Card
12941,15-07-2025,2025,7,15,Zeeshan Singhal,East,Guwahati,Clothing,Kids Wear,Kids Wear Sunt,1,9856,9856,5%,492.8,UPI
12120,16-07-2025,2025,7,16,Kiaan Swamy,North,Lucknow,Beauty,Perfume,Perfume Similique,5,9256,46280,20%,9256,UPI
12239,16-07-2025,2025,7,16,Vidur Dutt,East,Patna,Home Decor,Clock,Clock Amet,2,8517,17034,10%,1703.4,COD
12963,16-07-2025,2025,7,16,Kaira Joshi,South,Thiruvananthapuram,Kitchen,Refrigerator,Refrigerator Quae,5,4552,22760,15%,3414,Debit Card
13028,16-07-2025,2025,7,16,Yuvraj  Chad,West,Surat,Toys,RC Car,RC Car Alias,3,9107,27321,15%,4098.15,Net Banking
13241,16-07-2025,2025,7,16,Samar Dhaliwal,East,Guwahati,Clothing,Accessories,Accessories Maiores,5,7693,38465,20%,7693,Debit Card
13955,16-07-2025,2025,7,16,Tushar Gera,North,Lucknow,Home Decor,Clock,Clock Quia,1,8528,8528,5%,426.4,Net Banking
14820,16-07-2025,2025,7,16,Kabir Sunder,East,Patna,Home Decor,Wall Art,Wall Art Numquam,3,9571,28713,15%,4306.95,Net Banking
10216,17-07-2025,2025,7,17,Pihu Srinivasan,South,Bangalore,Furniture,Bed,Bed Architecto,3,9385,28155,15%,4223.25,UPI
10235,17-07-2025,2025,7,17,Reyansh Mahajan,East,Guwahati,Groceries,Sugar,Sugar Iusto,1,7000,7000,5%,350,Debit Card
11810,17-07-2025,2025,7,17,Akarsh Agarwal,West,Surat,Furniture,Chair,Chair Explicabo,4,9836,39344,20%,7868.8,Debit Card
12040,17-07-2025,2025,7,17,Ivana Bobal,South,Coimbatore,Beauty,Lipstick,Lipstick Ex,1,697,697,5%,34.85,Net Banking
12597,17-07-2025,2025,7,17,Manjari Konda,East,Patna,Clothing,Women's Wear,Women's Wear Reprehenderit,4,9566,38264,20%,7652.8,UPI
13601,17-07-2025,2025,7,17,Sara Choudhury,North,Lucknow,Beauty,Face Cream,Face Cream Laboriosam,5,7346,36730,20%,7346,UPI
14195,17-07-2025,2025,7,17,Dishani Sama,East,Patna,Groceries,Spices,Spices Odit,2,7169,14338,10%,1433.8,Credit Card
14689,17-07-2025,2025,7,17,Ranbir Sami,East,Kolkata,Kitchen,Cookware Set,Cookware Set Aliquam,1,7034,7034,5%,351.7,Credit Card
11160,18-07-2025,2025,7,18,Indrans Kata,East,Kolkata,Home Decor,Lamp,Lamp Quaerat,5,7771,38855,20%,7771,UPI
11589,18-07-2025,2025,7,18,Umang Kapadia,East,Kolkata,Books,Fiction,Fiction Quod,5,8949,44745,20%,8949,Debit Card
11672,18-07-2025,2025,7,18,Anvi Biswas,West,Surat,Sports,Dumbbells,Dumbbells Repellendus,4,9693,38772,20%,7754.4,COD
13083,18-07-2025,2025,7,18,Rania Sarma,West,Goa,Furniture,Bed,Bed Ipsa,1,8044,8044,5%,402.2,UPI
14447,18-07-2025,2025,7,18,Diya Divan,North,Jaipur,Beauty,Face Cream,Face Cream Laboriosam,3,7346,22038,15%,3305.7,COD
12638,19-07-2025,2025,7,19,Inaaya  Dhingra,South,Thiruvananthapuram,Beauty,Face Cream,Face Cream Id,5,7294,36470,20%,7294,Debit Card
12778,19-07-2025,2025,7,19,Gatik Viswanathan,East,Patna,Home Decor,Cushion,Cushion Dicta,1,8668,8668,5%,433.4,Debit Card
13347,19-07-2025,2025,7,19,Samiha Setty,North,Amritsar,Electronics,Laptop,Laptop Aliquam,5,8522,42610,20%,8522,Credit Card
13400,19-07-2025,2025,7,19,Farhan Dutt,North,Lucknow,Clothing,Accessories,Accessories Veritatis,1,2280,2280,5%,114,COD
14664,19-07-2025,2025,7,19,Rati Rattan,South,Coimbatore,Furniture,Sofa,Sofa Iste,4,9377,37508,20%,7501.6,COD
10355,20-07-2025,2025,7,20,Onkar Sunder,North,Delhi,Groceries,Oil,Oil Quibusdam,4,7873,31492,20%,6298.4,COD
11222,20-07-2025,2025,7,20,Shlok Thakkar,North,Jaipur,Furniture,Sofa,Sofa Sed,3,9966,29898,15%,4484.7,COD
11695,20-07-2025,2025,7,20,Lakshay Arya,West,Goa,Electronics,Camera,Camera Optio,5,8127,40635,20%,8127,Net Banking
12143,20-07-2025,2025,7,20,Mamooty Balakrishnan,East,Patna,Clothing,Kids Wear,Kids Wear Dolor,5,8240,41200,20%,8240,COD
12665,20-07-2025,2025,7,20,Navya Kadakia,East,Ranchi,Kitchen,Cookware Set,Cookware Set Magni,1,7793,7793,5%,389.65,Credit Card
12992,20-07-2025,2025,7,20,Sara Virk,East,Patna,Books,Non-Fiction,Non-Fiction Suscipit,2,7089,14178,10%,1417.8,Net Banking
11099,21-07-2025,2025,7,21,Neysa Sheth,South,Coimbatore,Sports,Football,Football Provident,2,8585,17170,10%,1717,Debit Card
11639,21-07-2025,2025,7,21,Zara Sehgal,North,Lucknow,Kitchen,Cookware Set,Cookware Set Necessitatibus,1,9663,9663,5%,483.15,Net Banking
11750,21-07-2025,2025,7,21,Manikya Kumer,North,Lucknow,Beauty,Lipstick,Lipstick Facere,4,7754,31016,20%,6203.2,COD
11997,21-07-2025,2025,7,21,Madhup Sachar,South,Coimbatore,Books,Non-Fiction,Non-Fiction Voluptas,2,9175,18350,10%,1835,UPI
12703,21-07-2025,2025,7,21,Shayak Dora,West,Ahmedabad,Sports,Dumbbells,Dumbbells Excepturi,1,7396,7396,5%,369.8,UPI
12857,21-07-2025,2025,7,21,Hrishita Sagar,South,Coimbatore,Clothing,Shoes,Shoes Rem,2,9904,19808,10%,1980.8,Debit Card
13146,21-07-2025,2025,7,21,Nakul Chand,North,Amritsar,Clothing,Accessories,Accessories Corporis,5,7327,36635,20%,7327,Debit Card
11634,22-07-2025,2025,7,22,Jayesh Batra,North,Lucknow,Kitchen,Mixer Grinder,Mixer Grinder Alias,1,8829,8829,5%,441.45,Credit Card
11800,22-07-2025,2025,7,22,Lavanya Varma,North,Chandigarh,Beauty,Lipstick,Lipstick Rem,5,7296,36480,20%,7296,COD
12068,22-07-2025,2025,7,22,Aarav Vaidya,West,Mumbai,Furniture,Table,Table Perspiciatis,4,8164,32656,20%,6531.2,Debit Card
13438,22-07-2025,2025,7,22,Vedika Gala,West,Surat,Groceries,Rice,Rice Tempora,5,9683,48415,20%,9683,Credit Card
13647,22-07-2025,2025,7,22,Himmat Khare,South,Bangalore,Kitchen,Mixer Grinder,Mixer Grinder Voluptatum,5,8033,40165,20%,8033,Debit Card
13910,22-07-2025,2025,7,22,Shanaya Bir,South,Thiruvananthapuram,Furniture,Sofa,Sofa Maxime,5,7322,36610,20%,7322,UPI
10287,23-07-2025,2025,7,23,Anay Goswami,North,Jaipur,Electronics,Mobile,Mobile Beatae,1,2521,2521,5%,126.05,Credit Card
10989,23-07-2025,2025,7,23,Ayesha Srinivas,North,Lucknow,Furniture,Bed,Bed Tempora,4,8941,35764,20%,7152.8,UPI
12787,23-07-2025,2025,7,23,Aarush Batra,East,Patna,Furniture,Table,Table Error,2,7480,14960,10%,1496,Credit Card
13170,23-07-2025,2025,7,23,Piya Sani,West,Goa,Books,Non-Fiction,Non-Fiction Omnis,4,7151,28604,15%,4290.6,UPI
13457,23-07-2025,2025,7,23,Piya Krishnan,East,Guwahati,Furniture,Chair,Chair Saepe,2,9899,19798,10%,1979.8,UPI
14021,23-07-2025,2025,7,23,Akarsh Swamy,North,Jaipur,Furniture,Table,Table Iure,4,7592,30368,20%,6073.6,Net Banking
14097,23-07-2025,2025,7,23,Suhana Mallick,West,Surat,Furniture,Sofa,Sofa Beatae,5,7878,39390,20%,7878,Net Banking
11355,24-07-2025,2025,7,24,Tushar Goel,East,Bhubaneswar,Sports,Cricket Bat,Cricket Bat Inventore,3,7428,22284,15%,3342.6,COD
11380,24-07-2025,2025,7,24,Lakshit Keer,West,Mumbai,Kitchen,Cookware Set,Cookware Set Sequi,5,9485,47425,20%,9485,UPI
12876,24-07-2025,2025,7,24,Madhup Keer,South,Chennai,Furniture,Sofa,Sofa Cumque,2,9866,19732,10%,1973.2,COD
13185,24-07-2025,2025,7,24,Jivika Ratti,East,Bhubaneswar,Books,Textbook,Textbook Enim,5,9755,48775,20%,9755,COD
14491,24-07-2025,2025,7,24,Hiran Karpe,West,Mumbai,Furniture,Bed,Bed Blanditiis,4,8283,33132,20%,6626.4,COD
10015,25-07-2025,2025,7,25,Anay Grewal,North,Jaipur,Kitchen,Juicer,Juicer Debitis,2,9437,18874,10%,1887.4,COD
10641,25-07-2025,2025,7,25,Elakshi Chatterjee,East,Kolkata,Books,Biography,Biography Veniam,2,9047,18094,10%,1809.4,Net Banking
10852,25-07-2025,2025,7,25,Zara Shenoy,West,Mumbai,Furniture,Sofa,Sofa Totam,4,8966,35864,20%,7172.8,Credit Card
11704,25-07-2025,2025,7,25,Khushi Sridhar,West,Mumbai,Clothing,Shoes,Shoes Necessitatibus,1,7635,7635,5%,381.75,Credit Card
10600,26-07-2025,2025,7,26,Ishita Choudhary,North,Jaipur,Kitchen,Cookware Set,Cookware Set Fugit,5,7235,36175,20%,7235,UPI
11152,26-07-2025,2025,7,26,Yasmin Doctor,West,Ahmedabad,Kitchen,Microwave,Microwave Aspernatur,2,8984,17968,10%,1796.8,Credit Card
11510,26-07-2025,2025,7,26,Mamooty Maharaj,West,Ahmedabad,Toys,Board Game,Board Game Veniam,3,8421,25263,15%,3789.45,Credit Card
11822,26-07-2025,2025,7,26,Veer Bora,North,Chandigarh,Beauty,Lipstick,Lipstick Repellendus,1,2293,2293,5%,114.65,Debit Card
12769,26-07-2025,2025,7,26,Faiyaz Sawhney,East,Bhubaneswar,Furniture,Bed,Bed Ad,1,9884,9884,5%,494.2,Debit Card
13477,26-07-2025,2025,7,26,Gokul Bhagat,North,Chandigarh,Electronics,Headphones,Headphones Accusantium,1,7911,7911,5%,395.55,Debit Card
10576,27-07-2025,2025,7,27,Onkar Buch,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,8328,16656,10%,1665.6,Credit Card
11846,27-07-2025,2025,7,27,Taimur Bhardwaj,South,Bangalore,Electronics,Laptop,Laptop Consectetur,1,8765,8765,5%,438.25,Net Banking
13351,27-07-2025,2025,7,27,Vardaniya Mandal,West,Pune,Electronics,Headphones,Headphones Enim,4,7239,28956,15%,4343.4,UPI
10170,28-07-2025,2025,7,28,Inaaya  Walla,North,Lucknow,Sports,Tennis Racket,Tennis Racket Doloremque,5,8422,42110,20%,8422,Debit Card
10944,28-07-2025,2025,7,28,Himmat Srinivasan,South,Chennai,Toys,Puzzle,Puzzle Illo,5,9227,46135,20%,9227,Credit Card
11620,28-07-2025,2025,7,28,Raunak Tara,North,Chandigarh,Sports,Football,Football Ea,2,8508,17016,10%,1701.6,Net Banking
12806,28-07-2025,2025,7,28,Yashvi Bath,South,Thiruvananthapuram,Electronics,Smartwatch,Smartwatch Rem,5,7067,35335,20%,7067,Net Banking
10542,29-07-2025,2025,7,29,Vivaan Ranganathan,East,Kolkata,Electronics,Smartwatch,Smartwatch At,1,8605,8605,5%,430.25,Credit Card
11902,29-07-2025,2025,7,29,Aarav Choudhry,North,Lucknow,Clothing,Accessories,Accessories Ipsum,4,7656,30624,20%,6124.8,Credit Card
12061,29-07-2025,2025,7,29,Seher Chacko,North,Jaipur,Home Decor,Wall Art,Wall Art Iusto,2,7165,14330,10%,1433,COD
12318,29-07-2025,2025,7,29,Aaina Ramanathan,North,Jaipur,Groceries,Sugar,Sugar Eveniet,2,9326,18652,10%,1865.2,Credit Card
12583,29-07-2025,2025,7,29,Manjari Chokshi,North,Chandigarh,Toys,Action Figure,Action Figure Doloremque,1,8124,8124,5%,406.2,Debit Card
13024,29-07-2025,2025,7,29,Mamooty Luthra,South,Bangalore,Furniture,Bed,Bed Nisi,2,7376,14752,10%,1475.2,COD
14960,29-07-2025,2025,7,29,Nakul Mammen,East,Guwahati,Electronics,Camera,Camera Atque,4,6450,25800,15%,3870,COD
10707,30-07-2025,2025,7,30,Shlok Deep,West,Goa,Toys,Action Figure,Action Figure Nobis,1,8388,8388,5%,419.4,Net Banking
10776,30-07-2025,2025,7,30,Vanya Dhar,North,Chandigarh,Home Decor,Clock,Clock Qui,4,7865,31460,20%,6292,Credit Card
11834,30-07-2025,2025,7,30,Vidur Hans,South,Hyderabad,Toys,Board Game,Board Game Nulla,4,8315,33260,20%,6652,UPI
12117,30-07-2025,2025,7,30,Vaibhav Dey,West,Pune,Kitchen,Juicer,Juicer Cum,1,9146,9146,5%,457.3,UPI
12412,30-07-2025,2025,7,30,Azad Tak,North,Delhi,Home Decor,Vase,Vase In,1,7115,7115,5%,355.75,Net Banking
12630,30-07-2025,2025,7,30,Yashvi Sarin,North,Lucknow,Sports,Dumbbells,Dumbbells Voluptate,2,9860,19720,10%,1972,UPI
13226,30-07-2025,2025,7,30,Vihaan Chaudhari,West,Ahmedabad,Home Decor,Clock,Clock Magnam,5,7361,36805,20%,7361,COD
13526,30-07-2025,2025,7,30,Trisha Rau,North,Amritsar,Clothing,Accessories,Accessories Repellat,3,7075,21225,15%,3183.75,Net Banking
14070,30-07-2025,2025,7,30,Anika Dugal,South,Hyderabad,Toys,RC Car,RC Car Enim,1,7742,7742,5%,387.1,COD
10129,31-07-2025,2025,7,31,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,7300,7300,5%,365,Credit Card
11364,31-07-2025,2025,7,31,Uthkarsh Bahl,West,Goa,Furniture,Bed,Bed Praesentium,2,7388,14776,10%,1477.6,Net Banking
13034,31-07-2025,2025,7,31,Farhan Kale,West,Goa,Books,Biography,Biography Quos,2,8527,17054,10%,1705.4,COD
13286,31-07-2025,2025,7,31,Ehsaan Butala,West,Goa,Toys,Puzzle,Puzzle Libero,5,8467,42335,20%,8467,COD
13966,31-07-2025,2025,7,31,Ritvik Dara,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch Dolor,3,9643,28929,15%,4339.35,COD
14918,31-07-2025,2025,7,31,Nirvaan Sehgal,South,Bangalore,Furniture,Cabinet,Cabinet Corrupti,2,7454,14908,10%,1490.8,Debit Card
10552,01-08-2025,2025,8,1,Vedika Jha,South,Bangalore,Furniture,Table,Table Nobis,2,7177,14354,10%,1435.4,Credit Card
11045,01-08-2025,2025,8,1,Farhan De,West,Ahmedabad,Groceries,Spices,Spices Quibusdam,4,9172,36688,20%,7337.6,Credit Card
11839,01-08-2025,2025,8,1,Mamooty Banik,West,Mumbai,Toys,Board Game,Board Game Aliquid,5,9995,49975,20%,9995,Credit Card
12086,01-08-2025,2025,8,1,Siya Chakrabarti,North,Delhi,Kitchen,Cookware Set,Cookware Set Error,4,8124,32496,20%,6499.2,UPI
12437,01-08-2025,2025,8,1,Urvi Loyal,West,Surat,Books,Textbook,Textbook Sunt,1,9758,9758,5%,487.9,Debit Card
13363,01-08-2025,2025,8,1,Aniruddh Magar,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Rem,2,9745,19490,10%,1949,UPI
13776,01-08-2025,2025,8,1,Bhavin Bhatia,East,Kolkata,Kitchen,Juicer,Juicer Dolor,4,9625,38500,20%,7700,UPI
12255,02-08-2025,2025,8,2,Kiara Ratti,West,Ahmedabad,Groceries,Sugar,Sugar Non,2,9246,18492,10%,1849.2,UPI
13299,02-08-2025,2025,8,2,Arnav Shroff,East,Patna,Toys,Puzzle,Puzzle Dolore,1,8605,8605,5%,430.25,Debit Card
14337,02-08-2025,2025,8,2,Umang Ramanathan,South,Hyderabad,Beauty,Foundation,Foundation Iusto,2,9345,18690,10%,1869,COD
14431,02-08-2025,2025,8,2,Divyansh Arya,East,Ranchi,Clothing,Men's Wear,Men's Wear Quae,4,7116,28464,15%,4269.6,Credit Card
10430,03-08-2025,2025,8,3,Jiya Savant,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Rem,2,8102,16204,10%,1620.4,Credit Card
11235,03-08-2025,2025,8,3,Eva Brar,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch Corrupti,5,7513,37565,20%,7513,Net Banking
11254,03-08-2025,2025,8,3,Manikya Halder,West,Pune,Electronics,Headphones,Headphones Corporis,5,9356,46780,20%,9356,Credit Card
11745,03-08-2025,2025,8,3,Advika Sood,South,Thiruvananthapuram,Beauty,Foundation,Foundation Quisquam,5,9726,48630,20%,9726,UPI
11935,03-08-2025,2025,8,3,Kiara Sarma,South,Bangalore,Books,Biography,Biography Tempora,5,7927,39635,20%,7927,UPI
12815,03-08-2025,2025,8,3,Damini Tandon,North,Delhi,Home Decor,Lamp,Lamp Illo,4,8454,33816,20%,6763.2,COD
10598,04-08-2025,2025,8,4,Anvi Tak,East,Guwahati,Furniture,Sofa,Sofa Quibusdam,5,3982,19910,10%,1991,Debit Card
10881,04-08-2025,2025,8,4,Anvi Sangha,North,Amritsar,Electronics,Laptop,Laptop Numquam,5,9040,45200,20%,9040,Debit Card
